"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"FZ71E","Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6",19,39,"No","-",0,2861,0,0,5214,227,0
"FZ71F","Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3",5,26,"No","-",0,1594,0,0,2923,227,0
"FZ71G","Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0",5,15,"No","-",0,1196,0,0,2126,227,0
"FZ73C","Very Complex Large Intestine Procedures with CC Score 9+",109,124,"No","-",0,18137,0,0,16277,227,0
"FZ73D","Very Complex Large Intestine Procedures with CC Score 6-8",64,89,"No","-",0,13967,0,0,12647,227,0
"FZ73E","Very Complex Large Intestine Procedures with CC Score 3-5",42,61,"No","-",0,9769,0,0,10234,227,0
"FZ73F","Very Complex Large Intestine Procedures with CC Score 0-2",24,39,"No","-",0,7570,0,0,8008,227,0
"FZ74C","Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",85,90,"No","-",0,13554,0,0,11739,227,0
"FZ74D","Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",48,61,"No","-",0,9433,0,0,9018,227,0
"FZ74E","Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5",27,45,"No","-",0,7168,0,0,7408,227,0
"FZ74F","Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2",17,31,"No","-",0,5792,0,0,6087,227,0
"FZ75C","Proximal Colon Procedures, 19 years and over, with CC Score 6+",41,63,"No","-",0,8047,0,0,9346,227,0
"FZ75D","Proximal Colon Procedures, 19 years and over, with CC Score 3-5",20,33,"No","-",0,5575,0,0,6496,227,0
"FZ75E","Proximal Colon Procedures, 19 years and over, with CC Score 0-2",12,20,"No","-",0,4702,0,0,5168,227,0
"FZ76C","Distal Colon Procedures, 19 years and over, with CC Score 3+",23,45,"No","-",0,5971,0,0,7422,227,0
"FZ76D","Distal Colon Procedures, 19 years and over, with CC Score 0-2",13,21,"No","-",0,4375,0,0,5340,227,0
"FZ77C","Major Large Intestine Procedures, 19 years and over, with CC Score 3+",20,50,"No","-",0,4379,0,0,6674,227,0
"FZ77D","Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",9,23,"No","-",0,3089,0,0,3586,227,0
"FZ77E","Major Large Intestine Procedures, 19 years and over, with CC Score 0",6,13,"No","-",0,2564,0,0,2896,227,0
"FZ78A","Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",19,40,"No","-",0,7419,0,0,9439,430,0
"FZ78B","Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",16,19,"No","-",0,4445,0,0,5123,227,0
"FZ78C","Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",17,81,"No","-",0,7157,0,0,9809,430,0
"FZ78D","Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",9,25,"No","-",0,5040,0,0,5342,430,0
"FZ79C","Complex General Abdominal Procedures with CC Score 6+",73,89,"No","-",0,10728,0,0,13114,227,0
"FZ79D","Complex General Abdominal Procedures with CC Score 3-5",40,63,"No","-",0,7425,0,0,9605,227,0
"FZ79E","Complex General Abdominal Procedures with CC Score 0-2",11,37,"No","-",0,3551,0,0,5625,227,0
"FZ80C","Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",103,103,"No","-",0,15338,0,0,15338,227,0
"FZ80D","Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",40,40,"No","-",0,10402,0,0,10402,227,0
"FZ80E","Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",22,57,"No","-",0,7437,0,0,8683,227,0
"FZ81C","Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",61,61,"No","-",0,10412,0,0,10412,227,0
"FZ81D","Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",24,40,"No","-",0,6338,0,0,6532,227,0
"FZ81E","Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",19,25,"No","-",0,4554,0,0,5013,227,0
"FZ82C","Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",62,151,"No","-",0,20177,0,0,21502,227,0
"FZ82D","Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",20,37,"No","-",0,5692,0,0,7751,430,0
"FZ83C","Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",15,53,"No","-",0,5582,0,0,13611,430,0
"FZ83D","Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",9,12,"No","-",0,3157,0,0,3324,430,0
"FZ83E","Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",18,69,"No","-",0,7752,0,0,10800,430,0
"FZ83F","Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",10,8,"No","-",0,3744,0,0,3165,430,0
"FZ83G","Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",63,63,"No","-",0,7995,0,0,7995,227,0
"FZ83H","Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",22,29,"No","-",0,4528,0,0,5037,227,0
"FZ83J","Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",11,15,"No","-",0,3334,0,0,3790,227,0
"FZ83K","Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1",5,15,"No","-",0,2588,0,0,3189,227,0
"FZ84Z","Stomach Bypass Procedures for Obesity, 19 years and over",5,9,"No","-",0,5809,0,0,5809,227,0
"FZ85Z","Restrictive Stomach Procedures for Obesity",6,6,"No","-",0,5078,0,0,5078,227,0
"FZ86Z","Endoscopic Insertion of Gastric Balloon or Sleeve, for Obesity",5,15,"No","-",0,1058,0,0,1211,227,0
"FZ87D","Complex Hernia Procedures with CC Score 5+",28,37,"No","-",0,5435,0,0,5892,227,0
"FZ87E","Complex Hernia Procedures with CC Score 3-4",16,21,"No","-",0,3607,0,0,3955,227,0
"FZ87F","Complex Hernia Procedures with CC Score 1-2",10,12,"No","-",0,2602,0,0,2808,227,0
"FZ87G","Complex Hernia Procedures with CC Score 0",5,10,"No","-",0,1836,0,0,2417,227,0
"FZ89Z","Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",5,54,"No","-",0,2154,0,0,4684,227,0
"FZ90A","Abdominal Pain with Interventions",7,13,"Yes","30%",0,2003,0,0,2101,227,630
"FZ90B","Abdominal Pain without Interventions",5,5,"No","-",0,391,0,0,578,227,0
"FZ91A","Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 8+",82,82,"Yes","30%",0,9530,0,0,9530,227,2859
"FZ91B","Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 5-7",38,48,"Yes","30%",0,4842,0,0,5921,227,1776
"FZ91C","Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-4",17,34,"Yes","30%",0,3247,0,0,4533,227,1360
"FZ91D","Non-Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",12,24,"Yes","30%",0,2642,0,0,3216,227,965
"FZ91E","Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 9+",53,58,"Yes","30%",0,6419,0,0,6294,227,1888
"FZ91F","Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 5-8",17,32,"Yes","30%",0,3385,0,0,3958,227,1187
"FZ91G","Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-4",10,21,"Yes","30%",0,2414,0,0,2852,227,856
"FZ91H","Non-Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",7,13,"Yes","30%",0,2411,0,0,2139,227,642
"FZ91J","Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 11+",47,47,"Yes","30%",0,4307,0,0,4307,227,1292
"FZ91K","Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 6-10",18,25,"Yes","30%",0,1776,0,0,2782,227,835
"FZ91L","Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-5",5,14,"Yes","30%",0,675,0,0,1897,227,569
"FZ91M","Non-Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",5,8,"No","-",0,362,0,0,768,227,0
"FZ92A","Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 7+",50,57,"Yes","30%",0,8561,0,0,8125,227,2437
"FZ92B","Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 3-6",36,46,"Yes","30%",0,4892,0,0,5779,227,1734
"FZ92C","Malignant Gastrointestinal Tract Disorders with Multiple Interventions, with CC Score 0-2",15,30,"Yes","30%",0,3122,0,0,4154,227,1246
"FZ92D","Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",36,40,"Yes","30%",0,4586,0,0,5088,227,1526
"FZ92E","Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",15,27,"Yes","30%",0,2919,0,0,3475,227,1043
"FZ92F","Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",10,16,"Yes","30%",0,2219,0,0,2524,227,757
"FZ92G","Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",55,36,"Yes","30%",0,4449,0,0,4158,227,1247
"FZ92H","Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8",15,28,"Yes","30%",0,1552,0,0,2952,227,886
"FZ92J","Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4",5,19,"Yes","30%",0,740,0,0,2233,227,670
"FZ92K","Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2",5,13,"Yes","50%",0,611,0,0,1631,227,815
"FZ93A","Endoscopic Insertion of Gastrostomy Tube, 19 years and over",5,5,"No","-",0,951,0,0,1132,227,0
"FZ93B","Endoscopic Insertion of Gastrostomy Tube, 18 years and under",5,5,"No","-",0,1487,0,0,1424,430,0
"FZ94Z","Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",5,5,"No","-",0,1151,0,0,1364,227,0
"FZ95A","Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",70,70,"No","-",0,8093,0,0,8093,227,0
"FZ95B","Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",33,36,"No","-",0,3095,0,0,5050,227,0
"FZ95C","Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",5,22,"No","-",0,1004,0,0,3389,227,0
"FZ95D","Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",5,13,"No","-",0,491,0,0,2308,227,0
"FZ96Z","Insertion of Neurostimulator for Treatment of Faecal Incontinence",5,5,"No","-",0,2480,0,0,2480,227,0
"FZ97Z","Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence",5,5,"No","-",0,1917,0,0,1917,227,0
"FZ98Z","Maintenance of Gastric Band for Obesity",5,5,"No","-",0,937,0,0,1048,227,0
"GA03C","Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 4+",65,65,"No","-",0,11767,0,0,11767,231,0
"GA03D","Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3",34,34,"No","-",0,8986,0,0,8986,231,0
"GA03E","Very Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",25,25,"No","-",0,7803,0,0,7803,231,0
"GA04C","Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",43,43,"No","-",0,11320,0,0,11320,231,0
"GA04D","Complex Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",15,15,"No","-",0,7255,0,0,7255,231,0
"GA05C","Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",24,57,"No","-",0,7700,0,0,9900,231,0
"GA05D","Very Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",14,14,"No","-",0,5450,0,0,5450,231,0
"GA06C","Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 2+",25,52,"No","-",0,5929,0,0,8491,231,0
"GA06D","Major Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1",15,23,"No","-",0,3069,0,0,4926,231,0
"GA07C","Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",22,44,"No","-",0,4914,0,0,6957,231,0
"GA07D","Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 1-2",11,20,"No","-",0,3541,0,0,4545,231,0
"GA07E","Intermediate Open, Hepatobiliary or Pancreatic Procedures, with CC Score 0",8,17,"No","-",0,2860,0,0,4203,231,0
"GA10G","Open or Laparoscopic, Cholecystectomy, 18 years and under",5,11,"No","-",0,2318,0,0,3892,367,0
"GA10H","Laparoscopic Cholecystectomy, 19 years and over, with CC Score 4+",11,29,"No","-",0,3096,0,0,5713,231,0
"GA10J","Laparoscopic Cholecystectomy, 19 years and over, with CC Score 1-3",5,16,"No","-",0,2110,0,0,3906,231,0
"GA10K","Laparoscopic Cholecystectomy, 19 years and over, with CC Score 0",5,12,"No","-",0,0,1909,1726,3213,231,0
"GA10L","Open Cholecystectomy, 19 years and over, with CC Score 3+",24,42,"No","-",0,5431,0,0,7498,231,0
"GA10M","Open Cholecystectomy, 19 years and over, with CC Score 1-2",14,20,"No","-",0,3592,0,0,4775,231,0
"GA10N","Open Cholecystectomy, 19 years and over, with CC Score 0",8,17,"No","-",0,2558,0,0,3880,231,0
"GA11Z","Pancreatic Necrosectomy",182,210,"No","-",0,15476,0,0,20209,231,0
"GA13A","Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 1+",5,31,"No","-",0,2061,0,0,4424,231,0
"GA13B","Minor, Open or Laparoscopic, Hepatobiliary or Pancreatic Procedures, with CC Score 0",5,13,"No","-",0,1779,0,0,3400,231,0
"GB05F","Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+",39,57,"No","-",0,4289,0,0,7911,231,0
"GB05G","Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4",5,30,"No","-",0,1450,0,0,4612,231,0
"GB05H","Major Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1",5,20,"No","-",0,959,0,0,3219,231,0
"GB06E","Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 6+",20,49,"No","-",0,2840,0,0,6296,231,0
"GB06F","Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 4-5",5,25,"No","-",0,1297,0,0,3986,231,0
"GB06G","Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-3",5,20,"No","-",0,1031,0,0,3303,231,0
"GB06H","Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1",5,17,"No","-",0,0,805,726,2534,231,0
"GB09D","Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 5+",51,53,"No","-",0,5834,0,0,7430,231,0
"GB09E","Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 2-4",8,29,"No","-",0,1765,0,0,4176,231,0
"GB09F","Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography with CC Score 0-1",5,24,"No","-",0,1329,0,0,2859,231,0
"GB10Z","Diagnostic Endoscopic Retrograde Cholangiopancreatography, with Biopsy or Cytology",5,5,"No","-",0,784,0,0,1245,231,0
"GB11Z","Diagnostic Endoscopic Retrograde Cholangiopancreatography",5,5,"No","-",0,724,0,0,977,231,0
"GB12Z","Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct, with Biopsy or Cytology",5,5,"No","-",0,593,0,0,858,231,0
"GB13Z","Endoscopic Ultrasound Examination, of Hepatobiliary or Pancreatic Duct",5,5,"No","-",0,472,0,0,858,231,0
"GC01C","Liver Failure Disorders with Multiple Interventions",44,57,"Yes","30%",0,5568,0,0,6483,231,1945
"GC01D","Liver Failure Disorders with Single Intervention",13,32,"Yes","30%",0,2314,0,0,3727,231,1118
"GC01E","Liver Failure Disorders without Interventions, with CC Score 5+",31,31,"Yes","30%",0,3425,0,0,3425,231,1028
"GC01F","Liver Failure Disorders without Interventions, with CC Score 0-4",6,16,"Yes","30%",0,612,0,0,2127,231,638
"GC12C","Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions",32,45,"Yes","30%",0,4910,0,0,6786,231,2036
"GC12D","Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+",23,37,"Yes","30%",0,4560,0,0,4832,231,1450
"GC12E","Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4",13,25,"Yes","30%",0,2807,0,0,3708,231,1112
"GC12F","Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1",11,19,"Yes","30%",0,2119,0,0,2899,231,870
"GC12G","Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+",30,32,"Yes","30%",0,2680,0,0,3576,231,1073
"GC12H","Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5",10,23,"Yes","30%",0,1055,0,0,2515,231,754
"GC12J","Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2",5,14,"Yes","30%",0,606,0,0,1913,231,574
"GC12K","Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0",5,10,"Yes","50%",0,457,0,0,1452,231,726
"GC17A","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+",73,73,"Yes","30%",0,9138,0,0,9138,231,2741
"GC17B","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8",36,49,"Yes","30%",0,5648,0,0,6293,231,1888
"GC17C","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3",34,34,"Yes","30%",0,4557,0,0,4557,231,1367
"GC17D","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+",55,54,"Yes","30%",0,6507,0,0,5846,231,1754
"GC17E","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8",18,31,"Yes","30%",0,3333,0,0,4054,231,1216
"GC17F","Non-Malignant, Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3",12,24,"Yes","30%",0,2346,0,0,3098,231,929
"GC17G","Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+",32,38,"Yes","30%",0,3203,0,0,3913,231,1174
"GC17H","Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7",15,22,"Yes","30%",0,1450,0,0,2673,231,802
"GC17J","Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4",5,15,"Yes","30%",0,730,0,0,1980,231,594
"GC17K","Non-Malignant, Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1",5,9,"No","-",0,366,0,0,1108,231,0
"GC18A","Non-Obstructive Jaundice with CC Score 5+",26,26,"Yes","30%",0,2627,0,0,2627,231,788
"GC18B","Non-Obstructive Jaundice with CC Score 0-4",5,10,"Yes","50%",0,502,0,0,1308,231,654
"HC20H","Vertebral Column Injury with Interventions",247,61,"Yes","30%",0,6360,0,0,6360,224,1908
"HC20J","Vertebral Column Injury without Interventions, with CC Score 6+",113,61,"Yes","30%",0,5770,0,0,5770,224,1731
"HC20K","Vertebral Column Injury without Interventions, with CC Score 3-5",67,38,"Yes","30%",0,3133,0,0,3830,224,1149
"HC20L","Vertebral Column Injury without Interventions, with CC Score 1-2",25,21,"Yes","30%",0,2185,0,0,2629,224,789
"HC20M","Vertebral Column Injury without Interventions, with CC Score 0",5,11,"Yes","50%",0,1566,0,0,1726,224,863
"HC21D","Spinal Cord Injury with CC Score 2+",208,149,"Yes","30%",0,12676,0,0,12676,224,3803
"HC21E","Spinal Cord Injury with CC Score 0-1",112,18,"Yes","30%",0,4855,0,0,3722,224,1116
"HC26D","Scoliosis or Other Spinal Deformity, with CC Score 3+",5,38,"Yes","30%",0,2992,0,0,2992,224,898
"HC26E","Scoliosis or Other Spinal Deformity, with CC Score 1-2",5,14,"Yes","30%",0,1860,0,0,1860,224,558
